RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,DiscountUnitPrice,Sales,Quantity,Discount,Profit,ProductCost,TotalCost,DiscountValue,OriginalSaleValue,CataloguePrice,SupplierPrice,Sex
2498,CA-2015-122371,2015-09-26,2015-10-01,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,62.23,12446.0,2,0.0,5849.0,32.9819,65.9638,0.0,124.46,6223.0,3298.0,M
2499,CA-2016-126935,2016-05-19,2016-05-24,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,958.0,1,0.2,335.0,6.2296,6.2296,1.9168,11.5008,1197.0,622.0,M
2500,US-2017-133781,2017-06-22,2017-06-23,First Class,DC-12850,Dan Campbell,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.536,3760.0,3,0.2,1269.0,8.3051,24.9153,7.5216,45.1296,1566.0,830.0,M
2501,CA-2017-131618,2017-06-17,2017-06-20,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",6.112,1222.0,2,0.2,443.0,3.8964,7.7928,2.4448,14.6688,764.0,389.0,M
2502,CA-2017-131618,2017-06-17,2017-06-20,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,0.576,230.0,4,0.8,-357.0,1.4688,5.8752,1.8432,4.1472,288.0,146.0,M
2503,CA-2017-131618,2017-06-17,2017-06-20,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,2.34,936.0,4,0.8,-1638.0,6.435,25.74,7.488,16.848,1170.0,643.0,M
2504,CA-2016-149482,2016-11-14,2016-11-19,Standard Class,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,3.69,738.0,2,0.0,346.0,1.9557,3.9114,0.0,7.38,369.0,195.0,M
2505,CA-2014-143917,2014-07-25,2014-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",13.43,5372.0,4,0.0,1504.0,9.6696,38.6784,0.0,53.72,1343.0,966.0,M
2506,CA-2014-143917,2014-07-25,2014-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,1637.53,818765.0,5,0.0,32750.0,1572.0288,7860.144,0.0,8187.65,163753.0,157202.0,M
2507,CA-2014-143917,2014-07-25,2014-07-27,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,9.74,7792.0,8,0.0,3428.0,5.4544,43.6352,0.0,77.92,974.0,545.0,M
2508,CA-2015-120397,2015-07-02,2015-07-02,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,8.196,3278.0,4,0.8,-8523.0,29.5056,118.0224,26.2272,59.0112,4098.0,2950.0,M
2509,CA-2017-163902,2017-03-02,2017-03-08,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,65.592,19677.0,3,0.2,1475.0,60.6726,182.0178,39.3552,236.1312,8199.0,6067.0,F
2510,CA-2017-163902,2017-03-02,2017-03-08,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,79.99,47994.0,6,0.0,5279.0,71.1911,427.1466,0.0,479.94,7998.0,7119.0,F
2511,CA-2016-136812,2016-11-18,2016-11-23,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",279.48,111792.0,4,0.0,5589.0,265.506,1062.024,0.0,1117.92,27948.0,26550.0,M
2512,CA-2015-102722,2015-04-18,2015-04-19,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,17.75,10650.0,6,0.0,4153.0,10.8275,64.965,0.0,106.5,1775.0,1082.0,F
2513,CA-2017-155089,2017-12-02,2017-12-06,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",9.132,4566.0,5,0.7,-3348.0,15.8288,79.144,31.962,77.622,3043.0,1582.0,M
2514,CA-2016-124506,2016-11-11,2016-11-17,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,23.992,9596.0,4,0.2,119.0,23.6921,94.7684,19.1936,115.1616,2999.0,2369.0,F
2515,CA-2016-124506,2016-11-11,2016-11-17,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,23.996,4799.0,2,0.3,-205.0,25.0244,50.0488,14.3976,62.3896,3428.0,2502.0,F
2516,CA-2014-106572,2014-09-05,2014-09-10,Standard Class,NP-18700,Nora Preis,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,132.16,26432.0,2,0.2,1982.0,122.248,244.496,52.864,317.184,16520.0,12224.0,F
2517,CA-2014-128888,2014-11-15,2014-11-22,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,67.184,60465.0,9,0.2,20407.0,44.5094,400.5846,120.9312,725.5872,8397.0,4450.0,M
2518,CA-2017-123134,2017-05-02,2017-05-07,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,12993.0,3,0.0,1299.0,38.979,116.937,0.0,129.93,4331.0,3897.0,F
2519,CA-2016-124352,2016-10-15,2016-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,2.88,2016.0,7,0.0,987.0,1.4688,10.2816,0.0,20.16,288.0,146.0,F
2520,CA-2016-124352,2016-10-15,2016-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,4.91,2946.0,6,0.0,1443.0,2.5041,15.0246,0.0,29.46,491.0,250.0,F
2521,CA-2016-124352,2016-10-15,2016-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,289.53,86859.0,3,0.0,25189.0,205.5663,616.6989,0.0,868.59,28953.0,20556.0,F
2522,CA-2016-124352,2016-10-15,2016-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,6.48,1296.0,2,0.0,622.0,3.3696,6.7392,0.0,12.96,648.0,336.0,F
2523,CA-2016-124352,2016-10-15,2016-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,550.0,1,0.0,137.0,4.125,4.125,0.0,5.5,550.0,412.0,F
2524,CA-2016-124352,2016-10-15,2016-10-21,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.4,12160.0,4,0.0,5593.0,16.416,65.664,0.0,121.6,3040.0,1641.0,F
2525,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,4.672,4204.0,9,0.2,525.0,4.088,36.792,8.4096,50.4576,584.0,408.0,M
2526,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,12.744,2548.0,2,0.2,446.0,10.5138,21.0276,5.0976,30.5856,1593.0,1051.0,M
2527,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,2.3,690.0,3,0.8,-1207.0,6.325,18.975,5.52,12.42,1150.0,632.0,M
2528,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",1.608,964.0,6,0.8,-1688.0,4.422,26.532,7.7184,17.3664,804.0,442.0,M
2529,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,3.984,796.0,2,0.2,288.0,2.5398,5.0796,1.5936,9.5616,497.0,253.0,M
2530,CA-2014-108707,2014-10-24,2014-10-29,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,5.184,1036.0,2,0.2,362.0,3.3696,6.7392,2.0736,12.4416,648.0,336.0,M
2531,CA-2014-111500,2014-08-17,2014-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,22.84,11420.0,5,0.0,5253.0,12.3336,61.668,0.0,114.2,2284.0,1233.0,M
2532,CA-2014-111500,2014-08-17,2014-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,4.49,1796.0,4,0.0,826.0,2.4246,9.6984,0.0,17.96,449.0,242.0,M
2533,CA-2014-111500,2014-08-17,2014-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1267.0,7,0.0,456.0,1.1584,8.1088,0.0,12.67,181.0,115.0,M
2534,CA-2014-111500,2014-08-17,2014-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,33996.0,4,0.0,12238.0,54.3936,217.5744,0.0,339.96,8499.0,5439.0,M
2535,US-2017-117723,2017-08-15,2017-08-18,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,300.272,180163.0,6,0.2,-33780.0,356.573,2139.438,360.3264,2161.9584,37534.0,35657.0,M
2536,CA-2015-143238,2015-09-06,2015-09-08,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,11.58,4632.0,4,0.0,1806.0,7.0638,28.2552,0.0,46.32,1158.0,706.0,F
2537,CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,90.993,18198.0,2,0.3,-5459.0,118.2909,236.5818,54.5958,236.5818,12999.0,11829.0,M
2538,CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,107.994,43197.0,4,0.4,-10079.0,133.1926,532.7704,172.7904,604.7664,17999.0,13319.0,M
2539,CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,155.37,15537.0,1,0.4,-3625.0,191.623,191.623,62.148,217.518,25895.0,19162.0,M
2540,CA-2015-113404,2015-07-16,2015-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,224.784,134870.0,6,0.2,-21916.0,261.3114,1567.8684,269.7408,1618.4448,28097.0,26131.0,F
2541,CA-2015-113404,2015-07-16,2015-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,233.384,70015.0,3,0.2,7876.0,207.1283,621.3849,140.0304,840.1824,29173.0,20712.0,F
2542,CA-2016-144792,2016-04-30,2016-05-04,Standard Class,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,15.984,11188.0,7,0.2,2237.0,12.7872,89.5104,22.3776,134.2656,1998.0,1278.0,M
2543,CA-2014-164385,2014-09-26,2014-10-01,Second Class,NB-18580,Nicole Brennan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,47.984,14395.0,3,0.2,1439.0,43.1856,129.5568,28.7904,172.7424,5998.0,4318.0,F
2544,US-2016-114174,2016-09-08,2016-09-14,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148,East,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",57.98,17394.0,3,0.0,1391.0,53.3416,160.0248,0.0,173.94,5798.0,5334.0,F
2545,US-2016-114174,2016-09-08,2016-09-14,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,3.69,1476.0,4,0.0,693.0,1.9557,7.8228,0.0,14.76,369.0,195.0,F
2546,CA-2017-108070,2017-04-16,2017-04-20,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",51.48,20592.0,4,0.0,205.0,50.9652,203.8608,0.0,205.92,5148.0,5096.0,M
2547,CA-2017-108070,2017-04-16,2017-04-20,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,10283.0,1,0.15,-604.0,108.882,108.882,15.42495,118.25795,12098.0,10888.0,M
2548,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.304,230.0,1,0.2,25.0,2.0448,2.0448,0.4608,2.7648,287.0,204.0,M
2549,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,375.992,187996.0,5,0.2,21149.0,333.6929,1668.4645,375.992,2255.952,46999.0,33369.0,M
2550,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,39.128,31302.0,8,0.2,10564.0,25.9223,207.3784,62.6048,375.6288,4891.0,2592.0,M
2551,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,2.52,504.0,2,0.2,176.0,1.638,3.276,1.008,6.048,315.0,163.0,M
2552,CA-2017-101042,2017-11-19,2017-11-23,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,82188.0,6,0.0,21368.0,101.3652,608.1912,0.0,821.88,13697.0,10136.0,M
2553,CA-2017-101042,2017-11-19,2017-11-23,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,10.98,2196.0,2,0.0,1076.0,5.5998,11.1996,0.0,21.96,1098.0,559.0,M
2554,CA-2016-155439,2016-09-14,2016-09-18,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Columbia,South Carolina,29203,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,2592.0,4,0.0,1244.0,3.3696,13.4784,0.0,25.92,648.0,336.0,F
2555,CA-2016-118626,2016-08-15,2016-08-20,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,100.792,70554.0,7,0.2,7055.0,90.7128,634.9896,141.1088,846.6528,12599.0,9071.0,M
2556,CA-2015-111458,2015-09-26,2015-09-30,Standard Class,PF-19165,Philip Fox,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,25.0,5000.0,2,0.0,1200.0,19.0,38.0,0.0,50.0,2500.0,1900.0,M
2557,US-2016-126844,2016-10-08,2016-10-14,Standard Class,BW-11110,Bart Watters,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,6.464,5171.0,8,0.6,-3232.0,10.504,84.032,31.0272,82.7392,1616.0,1050.0,M
2558,US-2015-112508,2015-03-24,2015-03-30,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,33065,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",3.496,699.0,2,0.2,52.0,3.2338,6.4676,1.3984,8.3904,437.0,323.0,M
2559,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,200.98,140686.0,7,0.0,14068.0,180.882,1266.174,0.0,1406.86,20098.0,18088.0,F
2560,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,3.15,1575.0,5,0.0,756.0,1.638,8.19,0.0,15.75,315.0,163.0,F
2561,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,161.55,32310.0,2,0.0,6138.0,130.8555,261.711,0.0,323.1,16155.0,13085.0,F
2562,CA-2015-144288,2015-12-25,2015-12-31,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,2.304,921.0,4,0.2,334.0,1.4688,5.8752,1.8432,11.0592,287.0,146.0,F
2563,CA-2015-144288,2015-12-25,2015-12-31,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,5.184,1036.0,2,0.2,362.0,3.3696,6.7392,2.0736,12.4416,648.0,336.0,F
2564,CA-2015-110632,2015-03-17,2015-03-22,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,1502.0,1,0.0,270.0,12.3164,12.3164,0.0,15.02,1502.0,1231.0,M
2565,CA-2015-110632,2015-03-17,2015-03-22,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,3382.0,2,0.0,913.0,12.3443,24.6886,0.0,33.82,1691.0,1234.0,M
2566,CA-2017-109589,2017-12-21,2017-12-24,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,17.75,7100.0,4,0.0,2769.0,10.8275,43.31,0.0,71.0,1775.0,1082.0,M
2567,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,5.024,2512.0,5,0.2,785.0,3.454,17.27,5.024,30.144,627.0,345.0,F
2568,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,296.18,266562.0,9,0.0,23990.0,269.5238,2425.7142,0.0,2665.62,29618.0,26952.0,F
2569,CA-2017-148929,2017-09-07,2017-09-11,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,47808.0,8,0.0,13386.0,43.0272,344.2176,0.0,478.08,5976.0,4302.0,F
2570,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,82.194,16438.0,2,0.4,-3561.0,100.0027,200.0054,65.7552,230.1432,13699.0,10000.0,M
2571,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,3.312,1324.0,4,0.2,364.0,2.4012,9.6048,2.6496,15.8976,413.0,240.0,M
2572,CA-2017-109778,2017-07-16,2017-07-21,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,60098,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",1.456,291.0,2,0.2,91.0,1.001,2.002,0.5824,3.4944,181.0,100.0,F
2573,CA-2016-155845,2016-08-12,2016-08-15,Second Class,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,199.992,139994.0,7,0.2,5249.0,192.4923,1347.4461,279.9888,1679.9328,24998.0,19249.0,M
2574,CA-2017-145128,2017-07-09,2017-07-14,Standard Class,SM-20320,Sean Miller,Home Office,United States,Lafayette,Indiana,47905,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,105.29,52645.0,5,0.0,3158.0,98.9726,494.863,0.0,526.45,10529.0,9897.0,M
2575,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,5.41,1623.0,3,0.0,795.0,2.7591,8.2773,0.0,16.23,541.0,275.0,M
2576,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,63.98,31989.0,5,0.0,15675.0,32.6298,163.149,0.0,319.9,6398.0,3262.0,M
2577,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,5.68,1136.0,2,0.0,533.0,3.0104,6.0208,0.0,11.36,568.0,301.0,M
2578,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,225.04,67512.0,3,0.0,29030.0,128.2728,384.8184,0.0,675.12,22504.0,12827.0,M
2579,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",20.94,6282.0,3,0.0,3078.0,10.6794,32.0382,0.0,62.82,2094.0,1067.0,F
2580,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",61.24,48992.0,8,0.0,0.0,61.24,489.92,0.0,489.92,6124.0,6124.0,F
2581,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",6.48,1944.0,3,0.0,933.0,3.3696,10.1088,0.0,19.44,648.0,336.0,F
2582,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",8.34,1668.0,2,0.0,834.0,4.17,8.34,0.0,16.68,834.0,417.0,F
2583,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,11.95,15535.0,13,0.0,0.0,11.95,155.35,0.0,155.35,1195.0,1195.0,F
