Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,DiscountUnitPrice,Sales,Quantity,Discount,Profit,ProductCost,TotalCost,DiscountValue,OriginalSaleValue
566,CA-2017-137099,12-07-17,12-10-17,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,374.376,3,0.2,46.797,109.193,327.579,74.8752,449.2512
567,CA-2017-156951,10-01-17,10-08-17,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,11.48,91.84,8,0,45.0016,5.8548,46.8384,0,91.84
568,CA-2017-156951,10-01-17,10-08-17,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",11.584,81.088,7,0.2,27.3672,7.6744,53.7208,16.2176,97.3056
569,CA-2017-156951,10-01-17,10-08-17,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,6.48,19.44,3,0,9.3312,3.3696,10.1088,0,19.44
570,CA-2017-156951,10-01-17,10-08-17,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,150.384,451.152,3,0.2,0,150.384,451.152,90.2304,541.3824
571,CA-2017-164826,12/28/2017,01-04-18,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,10.35,72.45,7,0,34.776,5.382,37.674,0,72.45
572,CA-2017-164826,12/28/2017,01-04-18,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,3.49,13.96,4,0,6.4216,1.8846,7.5384,0,13.96
573,CA-2017-164826,12/28/2017,01-04-18,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,33.264,7,0.2,11.2266,3.1482,22.0374,6.6528,39.9168
574,CA-2017-164826,12/28/2017,01-04-18,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,14.85,3,0,4.0095,3.6135,10.8405,0,14.85
575,CA-2016-127250,11-03-16,11-07-16,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,2.94,8.82,3,0,2.3814,2.1462,6.4386,0,8.82
576,CA-2015-149713,9/18/2015,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,11.48,160.72,14,0,78.7528,5.8548,81.9672,0,160.72
577,CA-2015-149713,9/18/2015,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,4.98,19.92,4,0,9.7608,2.5398,10.1592,0,19.92
578,CA-2015-149713,9/18/2015,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,3.65,7.3,2,0,2.19,2.555,5.11,0,7.3
579,CA-2017-118640,7/20/2017,7/26/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",34.856,69.712,2,0.2,8.714,30.499,60.998,13.9424,83.6544
580,CA-2017-118640,7/20/2017,7/26/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,8.792,1,0.6,-5.7148,14.5068,14.5068,5.2752,14.0672
581,CA-2015-132906,09-10-15,9/14/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,51.52,4,0,1.5456,12.4936,49.9744,0,51.52
582,CA-2017-145233,12-01-17,12-05-17,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,156.792,470.376,3,0.2,52.9173,139.1529,417.4587,94.0752,564.4512
583,CA-2017-145233,12-01-17,12-05-17,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,52.792,105.584,2,0.2,9.2386,48.1727,96.3454,21.1168,126.7008
584,CA-2017-145233,12-01-17,12-05-17,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,10.384,31.152,3,0.2,3.5046,9.2158,27.6474,6.2304,37.3824
585,CA-2017-145233,12-01-17,12-05-17,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,0.969,6.783,7,0.7,-4.7481,1.6473,11.5311,4.7481,11.5311
586,CA-2017-145233,12-01-17,12-05-17,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,101.592,406.368,4,0.2,30.4776,93.9726,375.8904,81.2736,487.6416
587,CA-2015-128139,07-03-15,07-09-15,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,70.98,1,0,4.9686,66.0114,66.0114,0,70.98
588,CA-2015-128139,07-03-15,07-09-15,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",98.31,294.93,3,0,144.5157,50.1381,150.4143,0,294.93
589,US-2016-156986,3/20/2016,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,42.392,84.784,2,0.2,-20.1362,52.4601,104.9202,16.9568,101.7408
590,US-2016-156986,3/20/2016,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,5.184,20.736,4,0.2,7.2576,3.3696,13.4784,4.1472,24.8832
591,US-2016-156986,3/20/2016,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.607,16.821,3,0.7,-12.8961,9.9057,29.7171,11.7747,28.5957
592,US-2016-156986,3/20/2016,3/24/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,5.184,10.368,2,0.2,3.6288,3.3696,6.7392,2.0736,12.4416
593,CA-2014-135405,01-09-14,1/13/2014,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,4.672,9.344,2,0.2,1.168,4.088,8.176,1.8688,11.2128
594,CA-2014-135405,01-09-14,1/13/2014,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,10.4,31.2,3,0.2,9.75,7.15,21.45,6.24,37.44
595,CA-2014-131450,08-08-14,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,38.06,76.12,2,0,22.0748,27.0226,54.0452,0,76.12
596,CA-2014-131450,08-08-14,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,399.992,1199.976,3,0.2,434.9913,254.9949,764.9847,239.9952,1439.9712
597,CA-2014-131450,08-08-14,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,89.192,445.96,5,0.2,55.745,78.043,390.215,89.192,535.152
598,CA-2014-131450,08-08-14,8/15/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,40.97,327.76,8,0,91.7728,29.4984,235.9872,0,327.76
599,CA-2016-120180,7/14/2016,7/16/2016,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,5.816,11.632,2,0.2,1.0178,5.3071,10.6142,2.3264,13.9584
600,US-2016-100720,7/16/2016,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,47.994,143.982,3,0.4,-28.7964,57.5928,172.7784,57.5928,201.5748
601,US-2016-100720,7/16/2016,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,123.594,494.376,4,0.4,-115.3544,152.4326,609.7304,197.7504,692.1264
602,US-2016-100720,7/16/2016,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,2.92,5.84,2,0.2,0.73,2.555,5.11,1.168,7.008
603,CA-2014-149958,3/15/2014,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,142.776,1,0.2,17.847,124.929,124.929,28.5552,171.3312
604,CA-2014-149958,3/15/2014,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,45.696,3,0.2,5.1408,13.5184,40.5552,9.1392,54.8352
605,CA-2014-149958,3/15/2014,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,2.406,7.218,3,0.7,-5.5338,4.2506,12.7518,5.0526,12.2706
606,CA-2014-149958,3/15/2014,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,10.797,43.188,4,0.7,-31.6712,18.7148,74.8592,30.2316,73.4196
607,CA-2014-149958,3/15/2014,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,43.968,131.904,3,0.2,47.8152,28.0296,84.0888,26.3808,158.2848
608,US-2014-105767,5/23/2014,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,3.282,2,0.7,-2.6256,2.9538,5.9076,2.2974,5.5794
609,US-2014-105767,5/23/2014,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,2.352,21.168,9,0.2,2.3814,2.0874,18.7866,4.2336,25.4016
610,US-2014-105767,5/23/2014,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,27.594,55.188,2,0.4,-10.1178,32.6529,65.3058,22.0752,77.2632
611,CA-2016-161816,4/28/2016,05-01-16,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,123.192,369.576,3,0.2,41.5773,109.3329,327.9987,73.9152,443.4912
612,CA-2016-161816,4/28/2016,05-01-16,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,3.928,15.712,4,0.2,5.6956,2.5041,10.0164,3.1424,18.8544
613,CA-2016-121223,09-11-16,9/13/2016,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,4.224,8.448,2,0.2,2.64,2.904,5.808,1.6896,10.1376
614,CA-2016-121223,09-11-16,9/13/2016,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,80.994,728.946,9,0.4,-157.9383,98.5427,886.8843,291.5784,1020.5244
615,CA-2017-138611,11/14/2017,11/17/2017,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,11.994,119.94,10,0.4,15.992,10.3948,103.948,47.976,167.916
616,CA-2017-138611,11/14/2017,11/17/2017,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,1.824,3.648,2,0.7,-2.7968,3.2224,6.4448,2.5536,6.2016
617,CA-2017-117947,8/18/2017,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,40.48,2,0,15.7872,12.3464,24.6928,0,40.48
618,CA-2017-117947,8/18/2017,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",4.97,9.94,2,0,3.0814,3.4293,6.8586,0,9.94
619,CA-2017-117947,8/18/2017,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,11.936,107.424,9,0.2,33.57,8.206,73.854,21.4848,128.9088
620,CA-2017-117947,8/18/2017,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,37.91,1,0,10.9939,26.9161,26.9161,0,37.91
621,CA-2017-117947,8/18/2017,8/23/2017,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",29.34,88.02,3,0,27.2862,20.2446,60.7338,0,88.02
622,US-2014-111171,12/26/2014,12/31/2014,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",1.738,8.69,5,0.8,-14.773,4.6926,23.463,6.952,15.642
623,CA-2015-138009,11/29/2015,12-03-15,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,301.96,2,0,87.5684,107.1958,214.3916,0,301.96
624,CA-2015-138009,11/29/2015,12-03-15,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,111.042,555.21,5,0.1,178.901,75.2618,376.309,55.521,610.731
625,CA-2015-138009,11/29/2015,12-03-15,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",130.87,523.48,4,0,130.87,98.1525,392.61,0,523.48
626,CA-2015-138009,11/29/2015,12-03-15,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",17.98,161.82,9,0,46.9278,12.7658,114.8922,0,161.82
627,CA-2017-163020,9/15/2017,9/19/2017,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",5.08,35.56,7,0,12.0904,3.3528,23.4696,0,35.56
628,CA-2017-153787,5/19/2017,5/23/2017,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,48.58,97.16,2,0,28.1764,34.4918,68.9836,0,97.16
629,CA-2017-133431,12/17/2017,12/21/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048,15.24,5,0.2,5.1435,2.0193,10.0965,3.048,18.288
630,CA-2017-133431,12/17/2017,12/21/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,13.23,3,0,6.0858,2.3814,7.1442,0,13.23
631,US-2016-135720,12-11-16,12/13/2016,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,81.128,243.384,3,0.2,-51.7191,98.3677,295.1031,48.6768,292.0608
632,US-2016-135720,12-11-16,12/13/2016,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,23.96,119.8,5,0.2,29.95,17.97,89.85,23.96,143.76
633,US-2016-135720,12-11-16,12/13/2016,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,75.192,300.768,4,0.2,30.0768,67.6728,270.6912,60.1536,360.9216
634,CA-2017-144694,9/24/2017,9/26/2017,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",5.96,17.88,3,0.2,2.4585,5.1405,15.4215,3.576,21.456
635,CA-2017-144694,9/24/2017,9/26/2017,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",78.648,235.944,3,0.2,85.5297,50.1381,150.4143,47.1888,283.1328
636,CA-2015-168004,10-04-15,10-09-15,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,130.98,392.94,3,0,43.2234,116.5722,349.7166,0,392.94
637,US-2016-123470,8/15/2016,8/21/2016,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,6.294,18.882,3,0.7,-13.8468,10.9096,32.7288,13.2174,32.0994
638,US-2016-123470,8/15/2016,8/21/2016,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,40.776,122.328,3,0.2,12.2328,36.6984,110.0952,24.4656,146.7936
639,CA-2016-115917,5/20/2016,5/25/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,209.84,1049.2,5,0,272.792,155.2816,776.408,0,1049.2
640,CA-2016-115917,5/20/2016,5/25/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,3.856,15.424,4,0.2,5.0128,2.6028,10.4112,3.0848,18.5088
641,CA-2016-147067,12/18/2016,12/22/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,6.28,18.84,3,0,6.0288,4.2704,12.8112,0,18.84
642,CA-2017-167913,7/30/2017,08-03-17,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,165.2,330.4,2,0,85.904,122.248,244.496,0,330.4
643,CA-2017-167913,7/30/2017,08-03-17,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75,26.25,7,0,12.6,1.95,13.65,0,26.25
644,CA-2017-106103,06-10-17,6/15/2017,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,33.13,132.52,4,0,54.3332,19.5467,78.1868,0,132.52
645,US-2017-127719,7/21/2017,7/25/2017,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,6.48,1,0,3.1752,3.3048,3.3048,0,6.48
646,CA-2017-126221,12/30/2017,01-05-18,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",104.65,209.3,2,0,56.511,76.3945,152.789,0,209.3
647,CA-2016-103947,04-01-16,04-08-16,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,6.312,31.56,5,0.2,9.8625,4.3395,21.6975,6.312,37.872
648,CA-2016-103947,04-01-16,04-08-16,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,15.072,30.144,2,0.2,3.0144,13.5648,27.1296,6.0288,36.1728
649,CA-2016-160745,12-11-16,12/16/2016,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,3.7,14.8,4,0,6.068,2.183,8.732,0,14.8
650,CA-2016-160745,12-11-16,12/16/2016,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,100.792,302.376,3,0.2,22.6782,93.2326,279.6978,60.4752,362.8512
651,CA-2016-160745,12-11-16,12/16/2016,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,79,316,4,0,31.6,71.1,284.4,0,316
652,CA-2016-132661,10/23/2016,10/29/2016,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",37.94,379.4,10,0,178.318,20.1082,201.082,0,379.4
653,CA-2017-140844,6/19/2017,6/23/2017,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,48.91,97.82,2,0,45.9754,25.9223,51.8446,0,97.82
654,CA-2017-140844,6/19/2017,6/23/2017,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,12.89,103.12,8,0,10.312,11.601,92.808,0,103.12
655,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,56.776,113.552,2,0.2,8.5164,52.5178,105.0356,22.7104,136.2624
656,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,1.659,3.318,2,0.7,-2.6544,2.9862,5.9724,2.3226,5.6406
657,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,67.144,134.288,2,0.2,45.3222,44.4829,88.9658,26.8576,161.1456
658,US-2016-156097,9/19/2016,9/19/2016,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,350.686,701.372,2,0.3,-50.098,375.735,751.47,210.4116,911.7836
659,US-2016-156097,9/19/2016,9/19/2016,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,1.154,2.308,2,0.8,-3.462,2.885,5.77,1.8464,4.1544
660,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,999.432,7,0.2,124.929,124.929,874.503,199.8864,1199.3184
